text,label,paraphrase,similarity,llm_valid,gpt_orig_labels,gpt_para_labels,mis_orig_labels,mis_para_labels,gpt_orig_conf,gpt_para_conf,mis_orig_conf,mis_para_conf,gpt_orig_pred,gpt_para_pred,mis_orig_pred,mis_para_pred,gpt_flip,mis_flip
"I was here on 10/3 and I have to say this was a horrible experience.  Me and a friend went here to eat and play a couple games afterwards.  It took the waitress at least 10-15 minutes to greet us and by that time we knew we should just order then because we might not see her again.  We ordered and got our drinks and well let's just say we didn't see the waitress again until she was giving us our check (some manager delivered the food to the table).  No refill on my beverage, no how is your food, no ketchup for my burger or fries was offered.  Lots of people running around like crazy and if your understaffed hire more people!  I will not be back again to eat.",0,"I visited this place on October 3rd, and I must admit it was a terrible experience. A friend and I went there to have a meal and play some games afterward. It took about 10-15 minutes for the waitress to acknowledge us, so we decided to order right away, fearing we might not see her again. We received our drinks, but that was the last we saw of her until she brought us the bill (a manager actually served our food). There was no beverage refill, no check on how our meal was, and no ketchup offered for my burger and fries. The staff seemed to be running around in chaos, and if they are understaffed, they should hire more people! I won't be returning to eat here.",0.8810594,YES,"['Negative', 'Negative', 'Negative', 'Negative', 'Negative']","['Negative', 'Negative', 'Negative', 'Negative', 'Negative']","['Negative', 'Negative', 'Negative', 'Negative', 'Negative']","['Negative', 'Negative', 'Negative', 'Negative', 'Negative']",1.0,1.0,1.0,1.0,Negative,Negative,Negative,Negative,False,False
"I'll have a biased opinion of any place like this. What could be wrong with playing old and new school games, drinking, and eating all at the same place? The one thing I can think of is the price. On the surface, this is a pretty expensive place; however, they give a bunch of good deals depending on the time you go, whether or not you \""donate\"" money to the Make-a-Wish Foundation, and if you're lucky when you take a spin on the wheel of prizes! But honestly, know what the deals are before you go to make sure to get the best price available. \nIn regards to the games, there's a plethora for your enjoyment. Although it is nice to play games that spit out tickets, the last couple of times I've gone I've gotten 2 hours of arcade games for a very cheap price (Mario Kart, anyone?!). Either way, it's a really fun place that you'll most certainly have a good time at.",3,"I tend to have a partial perspective on places like this. What's not to love about a venue where you can enjoy both classic and modern games, have drinks, and eat all in one spot? The only downside I see is the cost. At first glance, it appears quite pricey; however, they offer numerous great deals based on when you visit, whether you ""donate"" to the Make-a-Wish Foundation, and if you're fortunate when spinning the prize wheel! Still, it's wise to familiarize yourself with the deals beforehand to ensure you get the best rate. As for the games, there's an abundance to keep you entertained. While playing games that dispense tickets is enjoyable, the last few times I visited, I secured 2 hours of arcade gaming at a very low cost (Mario Kart, anyone?!). Overall, it's an incredibly enjoyable spot where you're sure to have a fantastic time.",0.8945727,YES,"['Positive', 'Positive', 'Positive', 'Positive', 'Positive']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']",1.0,1.0,1.0,1.0,Positive,Positive,Positive,Positive,False,False
"Horrible beer, horrible service, horrible menu",0,"Terrible beer, terrible service, terrible menu",0.9707729,YES,"['Negative', 'Negative', 'Negative', 'Negative', 'Negative']","['Negative', 'Negative', 'Negative', 'Negative', 'Negative']","['Negative', 'Negative', 'Negative', 'Negative', 'Negative']","['Negative', 'Negative', 'Negative', 'Negative', 'Negative']",1.0,1.0,1.0,1.0,Negative,Negative,Negative,Negative,False,False
"SUMMARY:\nIf I was in the area and no one had a better suggestion for where to go, I might come back for beer and appetizers.\n\nGOOD:\n- Decent beer...\n- Original pretzel appetizer.  You take chunks of soft pretzel and dunk it in spinach cheese dip.\n- Huge portions.  Most of us had leftovers.  The RB Appetizer Sampler was multi-story and way more food that we could handle.  The half order of ribs looked like a full rack.\n- Attentive service with quick seating and frequent drink/water refills.\n- Amusing name.\n\nBAD:\n- Lots of food choices... burgers... steak... chicken... salads.  Lots of drink choices... beers... wines... mixed drinks.  I guess this could be seen as good, but it takes a while for everyone to pick something and since no one's awesome at everything, you could tell right away that nothing distinguishes this place.\n- None of the food was super awesome.  Nothing was awful, but nothing stood out in any way.  I've had better beer, appetizers, and a better main course at plenty of breweries.\n- Kind of dead on a Monday night with 3/4 of the place empty.\n\nCome if you want bar food, but keep your expectations low.",1,"SUMMARY:\nIf I happened to be in the vicinity and there were no better recommendations, I might return for a drink and some snacks.\n\nGOOD:\n- Acceptable beer...\n- Unique pretzel starter. You dip soft pretzel pieces into a spinach cheese dip.\n- Generous servings. Most of us had leftovers. The RB Appetizer Sampler was towering and more than we could eat. The half order of ribs resembled a full rack.\n- Attentive staff with prompt seating and regular drink/water refills.\n- Entertaining name.\n\nBAD:\n- Numerous food options... burgers... steak... chicken... salads. Numerous drink options... beers... wines... mixed drinks. This might be seen as a positive, but it takes time for everyone to decide, and since expertise in everything is rare, it was clear that nothing set this place apart.\n- None of the food was particularly impressive. Nothing was terrible, but nothing was remarkable either. I've enjoyed better beer, appetizers, and main courses at many other breweries.\n- Fairly quiet on a Monday night with much of the place unoccupied.\n\nVisit for bar food, but keep your expectations in check.",0.9261614,YES,"['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral']","['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral']","['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral']","['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral']",1.0,1.0,1.0,1.0,Neutral,Neutral,Neutral,Neutral,False,False
"Not the greatest ale house in the city but certainly not the worst.\n\nI like the food and I have tried all the beers.  They're just \""OK\"" as far as beer goes.\n\nLarge portions. Friendly staff.",2,"This ale house isn't the best in the city, but it's definitely not the worst either. I enjoy the food, and I've sampled all the beers. They're just ""average"" when it comes to beer. The portions are large, and the staff is welcoming.",0.9448114,YES,"['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral']","['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral']","['Neutral', 'Neutral', 'Neutral', 'Positive', 'Neutral']","['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral']",1.0,1.0,0.8,1.0,Neutral,Neutral,Neutral,Neutral,False,False
My friends got everyhing from steak(they didn't even get a well done steak right) to mahi tacos and the only great menu item was the seasoned vegetables- give it a miss. Sing sing next door is awesome but get dinner somewere else. After we were done the waiter asked if we were ready for the checks and I had ordered meal that came with a desert! Really dissapointing all around.,0,"My friends ordered a variety of dishes, from steak (even the well-done steak was not up to par) to mahi tacos, and the only exceptional item was the seasoned vegetables—it's best to skip this place. Sing Sing next door is fantastic, but find somewhere else for dinner. After we finished, the waiter asked if we wanted the checks, even though I had ordered a meal that included dessert! Overall, it was quite disappointing.",0.9201497,YES,"['Negative', 'Negative', 'Negative', 'Negative', 'Negative']","['Negative', 'Negative', 'Negative', 'Negative', 'Negative']","['Negative', 'Negative', 'Negative', 'Negative', 'Negative']","['Negative', 'Negative', 'Negative', 'Negative', 'Negative']",1.0,1.0,1.0,1.0,Negative,Negative,Negative,Negative,False,False
"Little slow on the service and didn't have the beer I wanted on the menu. But you get those things when they brew their own beers on-site.   But the stadium pretzels are good.  The cream stout is tasty.\n\nThe burgers are good and big with the little skinny fries.  I'm not a fan of the skinny fry, but hey the burgers would choke a horse - and almost did.  :o)",2,"The service was a bit sluggish, and they didn't offer the beer I was hoping for on the menu. However, that's to be expected when they craft their own beers in-house. On a positive note, the stadium pretzels are enjoyable, and the cream stout is flavorful. The burgers are hefty and come with thin fries. I'm not really fond of skinny fries, but the burgers are enormous—almost overwhelming. :o)",0.9514038,YES,"['Neutral', 'Neutral', 'Positive', 'Positive', 'Positive']","['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']","['Neutral', 'Positive', 'Neutral', 'Neutral', 'Neutral']",0.6,1.0,1.0,0.8,Positive,Neutral,Positive,Neutral,True,True
"Lately, the Rock Bottom is hit or miss. The beers are always good and the Uppity Jagoff IPA is one of the best India Pale Ales I've ever tasted. The low point lately has been the food. I will never forgive the idiot in management who took the chicken quesadilla off the menu. That said, I ordered the lobster roll and when it arrived, the bread was as hard as a brick and cold. The filling was okay, but the lobster flavor was masked by over spicing. I suggest you eat somewhere else and imbibe at the Rock Bottom.",1,"Recently, the quality at the Rock Bottom has been inconsistent. The beers remain excellent, and the Uppity Jagoff IPA stands out as one of the finest India Pale Ales I've ever had. However, the food has been disappointing. I can't overlook the decision by management to remove the chicken quesadilla from the menu. When I tried the lobster roll, the bread was tough and cold like a brick. The filling was decent, but the lobster taste was overwhelmed by too many spices. I recommend dining elsewhere but enjoying drinks at the Rock Bottom.",0.92757285,YES,"['Negative', 'Negative', 'Negative', 'Negative', 'Negative']","['Neutral', 'Neutral', 'Negative', 'Neutral', 'Negative']","['Negative', 'Negative', 'Negative', 'Negative', 'Negative']","['Negative', 'Negative', 'Negative', 'Negative', 'Negative']",1.0,0.6,1.0,1.0,Negative,Neutral,Negative,Negative,True,False
"Went with a group after work for dinner and a brew.  We ordered a few appetizers first.  The wings are good and the soft pretzels with spicy spinach cheese dip was fun.  Had a burger, you can create your own from veggie, turkey, or fresh ground beef. Had a fresh ground beef and the meat was fresh and cooked perfectly with a fresh bun.\n\nThe brew pub is nice and was surprised it wasn't busier.",2,"After work, our group headed to a place for dinner and some drinks. We started with a few appetizers. The wings were tasty, and the soft pretzels with spicy spinach cheese dip were enjoyable. I opted for a burger, where you can customize it with veggie, turkey, or fresh ground beef. I chose fresh ground beef, which was fresh and perfectly cooked, served on a fresh bun. The brew pub itself is pleasant, and I was surprised it wasn't more crowded.",0.85877675,YES,"['Positive', 'Positive', 'Positive', 'Positive', 'Positive']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']",1.0,1.0,1.0,1.0,Positive,Positive,Positive,Positive,False,False
"Beer selection was good, but they were out of the ones we wanted. 4 of the 6 people in our group ordered steaks all of them were cooked to their satisfaction. The bourbanzola was a good addition. Defiantly a place I would go again. Joe, our server, was awesome and super friendly.",3,"The variety of beer was impressive, though they didn't have the ones we were looking for. Four out of the six people in our party had steaks, and each was cooked to their liking. The bourbanzola was a nice touch. I would definitely visit this place again. Joe, our server, was fantastic and very personable.",0.8941256,YES,"['Positive', 'Positive', 'Positive', 'Positive', 'Positive']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']",1.0,1.0,1.0,1.0,Positive,Positive,Positive,Positive,False,False
"I always feel like I am constantly bashing breweries for their food, but in my opinion, I feel the bar is raised for places like this. It seems there are so many breweries out there that offer great beer, and slack off on the food. Unfortunately Rock Bottom is one that falls into that category. Let's be honest, when you go to a brewery, you want the full experience. If it was only about the beer, I'd go buy a growler and take it home. \n\nSo, about the beer....EXCELLENT!!!!! The Jagoff IPA is with out a doubt one of the best IPAs I have ever had! They only I can think of that I think is better is Dogfish Head, but that's a matter of opinion. The beer selection is constantly changing, and they always have some excellent seasonal beers. You can't go wrong, there's bound to be a beer everyone will like. \n\nAs for the food.......it's pretty much a crap shoot. Sometimes it's good, sometimes it's terrible. My biggest problem is there is absolutely no consistency when it comes to the food. One time it's perfect, then maybe it's cold, or it's burned, or it tastes completely different from the last time you had it. Unfortunately, it seems there is zero attention to food quality. \n\nThat's pretty much it. This place fixes it's food consistency, and it's a five star place. Till then, it's hit or miss!",1,"I often find myself criticizing breweries for their food, but I believe the expectations are higher for such places. It seems that many breweries excel in their beer offerings but neglect the food aspect. Sadly, Rock Bottom fits this description. Let's be real; when you visit a brewery, you want the complete experience. If it were just about the beer, I'd simply buy a growler and enjoy it at home.

Now, about the beer—it's EXCELLENT! The Jagoff IPA ranks among the best IPAs I've ever had! The only one I might prefer is Dogfish Head, but that's just my personal taste. Their beer selection is ever-changing, with fantastic seasonal options. There's something for everyone.

Regarding the food, it's quite unpredictable. Sometimes it's good, other times it's awful. The main issue is the lack of consistency in food quality. One visit might be perfect, but the next it could be cold, burnt, or completely different from before. Unfortunately, it seems there's no focus on maintaining food quality.

That's about it. If they could address the food consistency, this would be a five-star establishment. Until then, it's a gamble.",0.88009787,YES,"['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral']","['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral']","['Negative', 'Negative', 'Negative', 'Negative', 'Negative']","['Negative', 'Negative', 'Negative', 'Negative', 'Negative']",1.0,1.0,1.0,1.0,Neutral,Neutral,Negative,Negative,False,False
"I've always been pleasantly surprised with the food I've gotten at Rock Bottom.  I say \""surprised' because with any restaurant that falls into the slippery territory of a \""chain\"", you expect to find your fair share of culinary duds.  But I've really had a lot of good meals at Rock Bottom.  Now, granted, you do owe it to yourself when ordering to not forget where you are (a \""bar-straunt\"" if you will), and don't get anything above and beyond this place's call of duty.  For instance, I will never be ordering the ahi tuna.  I'll leave that to my favorite sushi bars and restaurants a bit closer to the water (the Mon doesn't count.....).\n\nBut besides that, I always really enjoy my meal choices.  I've recently gotten the chicken avocado sandwich.  Chicken was grilled perfectly, plenty of avocado, and it was a good sized sandwich without being excessive.  I've also ordered the Margherita pizza, which could definitely be split between two people.  It's an eight cut that comes to you on a big wooden pizza paddle.  The pizza was really great.  The crust was crispy, it had a good balance of cheese and tomatoes, and the basil pesto was fresh and tasty.  And not greasy whatsoever - BIG bonus points there.  But my biggest surprise as of late was when I ordered their chicken flautas.  I'm a HUGE Mexican food fan and always hesitate to order Mexican outside of a Mexican restaurant for fear of being disappointed.  But I had an insatiable craving one night and decided to go for it.  It was DELICIOUS.  The flautas are deep fried which gives you an amazing crunch, and they still managed to not dry out the inner ingredients.  The accompanying rice was nice and moist as well.  I was so happy!\n\nI've always been quite happy with the service there as well.  I go on Thursday evenings for trivia, and nine times out of ten the service is really spot on.  The ladies servicing the bar area are friendly and attentive.  Only once or twice, to my memory, has my service been sub-par, and that can usually be chalked up to an extremely packed Trivia Night with only two visible servers helping 50+ people.\n\nI definitely give Rock Bottom two thumbs up for taking your typical chain-found food and making it fresh, yummy, and worth coming back for more.",3,"I've consistently been pleasantly taken aback by the meals I've had at Rock Bottom. I use ""taken aback"" because, with any establishment that falls into the ambiguous category of a ""chain,"" you're bound to encounter a fair share of culinary letdowns. However, I've genuinely enjoyed numerous meals at Rock Bottom. Granted, it's important to remember the nature of the place (a ""bar-straunt,"" if you will) and not to order anything that exceeds its typical offerings. For example, I would never choose the ahi tuna; I'll save that for my favored sushi spots closer to the coast (the Mon doesn't count...).

Other than that, I consistently find my meal selections satisfying. Recently, I tried the chicken avocado sandwich. The chicken was perfectly grilled, there was plenty of avocado, and the sandwich was well-sized without being too much. I've also had the Margherita pizza, which is certainly shareable between two people. It's an eight-slice pizza served on a large wooden paddle. The pizza was excellent. The crust was crispy, it had a nice balance of cheese and tomatoes, and the basil pesto was fresh and flavorful. Plus, it wasn't greasy at all, which earns big bonus points. My biggest surprise recently was the chicken flautas. As a HUGE fan of Mexican food, I usually hesitate to order it outside of a dedicated Mexican restaurant, fearing disappointment. But I had an irresistible craving one night and decided to try it. It was DELICIOUS. The flautas are deep-fried, providing an amazing crunch while keeping the inside from drying out. The accompanying rice was moist and enjoyable. I was thrilled!

The service has also consistently pleased me. I visit on Thursday evenings for trivia, and most of the time, the service is top-notch. The ladies attending the bar area are friendly and attentive. Only once or twice do I recall having sub-par service, and that's typically due to a very busy Trivia Night with only two servers visible for over 50 people.

I wholeheartedly give Rock Bottom two thumbs up for transforming typical chain offerings into fresh, tasty dishes that keep me coming back.",0.89929044,YES,"['Positive', 'Positive', 'Positive', 'Positive', 'Positive']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']",1.0,1.0,1.0,1.0,Positive,Positive,Positive,Positive,False,False
"I went to Rock Bottom this past weekend, and it was \""nice\"" to see that nothing has changed in the year or two since my last visit. While the beer is pretty good, it has never outweighed the fact that the service isn't good and the food is average, at best.\n\nIt was even difficult to get beers at the bar...we tried to have the girls order, thinking they'd have better luck...when that failed, the men tried...that didn't work either. If we hadn't REALLY wanted a cold beer after a comedy show at The Improv, we would've just left. It definitely wasn't busy enough to be noticed and ignored by the bartender, so I can't overlook it. Of course, the service has always been spotty at Rock Bottom, so it was hardly surprising.\n\nCombine the weak food and poor service with Rock Bottom being too far from home for a night out just to drink, and you get the exact formula that's kept me from going there in the past...and will keep me from going often in the future.",1,"I visited Rock Bottom last weekend and found it ""nice"" that nothing had changed since my last visit a year or two ago. Although the beer is quite good, it has never made up for the fact that the service is lacking and the food is merely average. Even getting beers at the bar was a challenge. We had the women attempt to order, thinking they might have better success, but when that failed, the men tried with no luck either. If we hadn't REALLY wanted a cold beer after attending a comedy show at The Improv, we would have left. It wasn't busy enough to warrant being overlooked by the bartender, so I can't excuse it. The service at Rock Bottom has always been inconsistent, so it wasn't a shock. Coupled with the mediocre food and poor service, the distance from home for a night out just to drink is why I haven't frequented Rock Bottom in the past and why I won't be going often in the future.",0.9423406,YES,"['Negative', 'Negative', 'Negative', 'Negative', 'Negative']","['Negative', 'Negative', 'Negative', 'Negative', 'Negative']","['Negative', 'Negative', 'Negative', 'Negative', 'Negative']","['Negative', 'Negative', 'Negative', 'Negative', 'Negative']",1.0,1.0,1.0,1.0,Negative,Negative,Negative,Negative,False,False
"The only reason Rock Bottom gets 3 stars is because of the brews. Food was \""eh\"", not many vegetarian options and hostesses who will ignore you because they are too busy chatting about who didn't text them back. This place has the potential to be great, but sadly, it falls way too short in almost all areas.",2,"Rock Bottom earns its 3-star rating solely due to its beers. The food was mediocre, with limited vegetarian choices, and the hostesses tend to overlook guests as they are preoccupied with discussing personal matters. Although this place could be outstanding, it unfortunately falls significantly short in nearly every aspect.",0.85980856,YES,"['Negative', 'Negative', 'Negative', 'Negative', 'Negative']","['Negative', 'Negative', 'Negative', 'Negative', 'Negative']","['Negative', 'Negative', 'Negative', 'Negative', 'Negative']","['Negative', 'Negative', 'Negative', 'Negative', 'Negative']",1.0,1.0,1.0,1.0,Negative,Negative,Negative,Negative,False,False
"Rock Bottom was our first stop on a 17 mile pub crawl.  As expected, the bar was lively, the food was good, and the service was accommodating,  The beers are better than Church Brew Works and the bar was populated.  The bartender readily offered a taste of beer and gave us a hat to wear for the rest of the crawl.  \nI vote for Rock Bottom as the anchor store of the Water Works.",3,"Our 17-mile pub crawl kicked off at Rock Bottom. True to form, the atmosphere was vibrant, the food was tasty, and the service was welcoming. The beers surpass those at Church Brew Works, and the place was bustling. The bartender was quick to offer a beer sample and even gave us a hat for the remainder of our crawl. I nominate Rock Bottom as the flagship venue at the Water Works.",0.8727389,YES,"['Positive', 'Positive', 'Positive', 'Positive', 'Positive']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']",1.0,1.0,1.0,1.0,Positive,Positive,Positive,Positive,False,False
"I haven't been to Rock Bottom in years.  Maybe even decades...is that even possible?  Well, either way, it's been awhile.  So with my gift certificate I took my brother out for a birthday dinner.  \n\nAs I get older, my tolerance for things like crowds and youngsters gets lower and lower.  As a result, I told my brother to be ready by 4pm so we could head to the Waterfront before everyone goes out for date night.  Plus the Pirates were playing at 4:05 so we could enjoy our beers and the game.\n\nWhen we arrived, the bar side was already pretty packed but we were still able to get a table.  Our server was very attentive, friendly and helpful.  Right off the bat we both ordered samplers so we could try all of their beers.  We loved the fact that as she approached our table with a full tray of samples our server said, \""I have to go back for the rest.\""  In all we were served 10 different beers each (in 3 oz glasses, maybe 4 - I can never tell).  I gotta say, Rock Bottom knows their beer.  I liked more than I didn't, and very few were not to my liking.  So the $6.95 10 beer sampler was well worth it.  \n\nDuring our sampling we indulged on some Southwest Egg Rolls.  They were okay, but not quite what I expected.  The spicy ranch was top notch, though.  As we ran out of beer, we each ordered up a Kobe Burger.  They were both cooked exactly to our liking (medium).  And to top off our wonderful evening, the Pirates brought home a win!\n\nMy only complaint, as a beer drinker, is the cost for a growler.  The glass container itself is sold for $12.95.  That's the empty price.  To me, that's a little ridiculous when East End only charges $3 for the bottle and Penn Brewery $5.  Paying more for the bottle than the beer inside seems like insanity to me.  So I walked out empty handed.    But it won't deter me from returning.",3,"I hadn't visited Rock Bottom in a long time, possibly even decades. Is that even feasible? Regardless, it had been a while. So, using my gift certificate, I decided to take my brother out for his birthday dinner.

As I've aged, my patience for things like crowds and young people has decreased. Consequently, I asked my brother to be ready by 4 PM so we could head to the Waterfront before the date night crowd arrived. Plus, the Pirates game was starting at 4:05, allowing us to enjoy our beers while watching the game.

When we got there, the bar area was already quite busy, but we still managed to get a table. Our server was very attentive, friendly, and helpful. We immediately ordered samplers to try all their beers. We appreciated it when our server approached with a tray full of samples and said, ""I have to go back for the rest."" We were served 10 different beers each (in 3 oz glasses, maybe 4 - it's hard to tell). I must say, Rock Bottom really knows their beer. I liked most of them, with only a few not to my liking, making the $6.95 sampler of 10 beers well worth it.

While sampling, we tried some Southwest Egg Rolls. They were alright, but not quite what I expected. However, the spicy ranch was excellent. As we finished our beer, we each ordered a Kobe Burger, which was cooked perfectly to our preference (medium). To cap off our great evening, the Pirates won!

My only gripe, as a beer enthusiast, is the growler pricing. The glass container alone costs $12.95, which is just for the empty bottle. I find it a bit absurd when East End charges $3 for the bottle and Penn Brewery $5. Paying more for the container than the beer inside seems crazy to me. So, I left without one, but it won't stop me from coming back.",0.8647585,YES,"['Positive', 'Positive', 'Positive', 'Positive', 'Positive']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']",1.0,1.0,1.0,1.0,Positive,Positive,Positive,Positive,False,False
"Went to Rock Bottom for lunch the other day and was very pleased. My coworker had printed out a coupon for a free mini appetizer. The waitress told us that they were not making mini appetizers and gave us a full sized chicken quesadilla. If you have ever had the southwestern egg rolls from Chili's - the filling tasted like that and I am a big fan! \n\nMondays are half off burger days and I tried the just hot enough burger - topped with crispy jalapenos, pepper jack cheese, pico de gallo and housemade habanero ketchup. It was delish! The ketchup was so good and the fries were extremely crispy. \n\nThe prices are a little steep for lunch but if you go on Monday, it's totally worth it. I think that the quality of food more than makes up for it but don't expect for pay under $10 for a sit down. \n\nI felt that the staff was very nice and the waitress was very attentive. The service was quick and I think you can get in and out in under an hour.",3,"I recently had lunch at Rock Bottom and was quite satisfied. My coworker had brought a coupon for a free mini appetizer, but the waitress informed us that mini appetizers weren't available, so she gave us a full-sized chicken quesadilla instead. If you've ever tasted the southwestern egg rolls from Chili's, the filling was similar, which I really enjoyed. 

On Mondays, they offer half-priced burgers, so I tried the ""just hot enough"" burger, which comes with crispy jalapeños, pepper jack cheese, pico de gallo, and housemade habanero ketchup. It was delicious! The ketchup was excellent, and the fries were very crispy. 

Although the lunch prices are a bit high, going on a Monday makes it worthwhile. I believe the quality of the food justifies the cost, but don't expect to pay less than $10 for a sit-down meal. 

I found the staff to be very friendly, and the waitress was very attentive. The service was prompt, and I think you can finish your meal in under an hour.",0.9179436,YES,"['Positive', 'Positive', 'Positive', 'Positive', 'Positive']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']",1.0,1.0,1.0,1.0,Positive,Positive,Positive,Positive,False,False
"Rock Bottom is a chain brew pub one that, in my opinion, is just \""OK\"".  The restaurant is rather large with lots of seating and a pool table. They have many of their own brews that you can sample but to tell you the truth none of them are that good. I have had several of their beers and all of them have been forgettable. \n\nTheir food is pretty much like their beers, forgettable. I have had one of their burgers and their pizza and they really weren't anything to write home about.\n\nI feel they will impress those who have never been to a brew pub but I would probably describe them as the Chili's of Brew Pubs. If you are in homestead and are looking for a burger and a beer it might be a good choice for a bite, or at least until the Burgatory opens!",1,"Rock Bottom is a chain brew pub that I find to be just ""OK."" The place is quite spacious, offering plenty of seating and a pool table. They offer a variety of their own beers for sampling, but honestly, none stand out. I've tried several of their beers, and all have been unremarkable.

Their food is much like their beer—forgettable. I've tasted both their burger and pizza, and neither were noteworthy.

I think it might appeal to those new to brew pubs, but I'd liken it to the Chili's of brew pubs. If you're in Homestead and want a burger and a beer, it might serve as a decent option until Burgatory opens.",0.9371648,YES,"['Negative', 'Negative', 'Negative', 'Negative', 'Negative']","['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral']","['Negative', 'Negative', 'Negative', 'Negative', 'Neutral']","['Neutral', 'Neutral', 'Neutral', 'Negative', 'Negative']",1.0,1.0,0.8,0.6,Negative,Neutral,Negative,Neutral,True,True
"Nothing special. Just like Applebee's, Chili's or Fridays. Stick to the bar food (burgers, sandwiches, pizza, wings and salads) and you will be okay. \n\nThis was our second attempt at trying Rock Bottom on Fathers Day. The first time almost ten years ago. We went in the early afternoon and they had already ran out of steaks. How do you do that on Fathers Day?! This time we went around 12 noon and beat the rush.\n\nMy wife got and loved the Berry Bash Sangria. She just said it had too much ice in it. Our daughter got the root beer float which she love and I started with a Mango Ice Tea, but later switched for a raspberry ice tea as the mango ice tea wasn't sweet enough.\n\nWe started off the the Kobe beef sliders as our app. It took at least 15 minutes to get them. You get three sliders and they were very good.\n\nMy wife got a small greenhouse salad with Jalapeno ranch dressing to start off with which she enjoyed and the lobster & shrimp enchiladas as her main entree. She complained about how salty it was and the fact that there was no lobster in it at all.\n\nOur daughter got the kids burger and fries. No surprise there.\n\nI ordered the New York Strip with mashed potatoes and it came with green bean as well. My strip was cooked perfectly and has a decent taste. Longhorn has a much, much better quality of steak though. The green beans were pretty good and my mashed potatoes very bland and pretty average. \n\nThe kitchen sounded like an live episode of Hell's Kitchen. The waiters were repeatedly asking for orders at least 5 to 6 times. The kitchen was backed up the whole time we were there.\n\nOn a different note, our waitress Susan was very good. Come here for drinks and the bar food. Skip everything else.",2,"Nothing remarkable. It's similar to Applebee's, Chili's, or Fridays. Stick with the bar fare like burgers, sandwiches, pizza, wings, and salads, and you'll do fine.

This was our second visit to Rock Bottom on Father's Day; the first was nearly a decade ago. We went in the early afternoon back then and they had already run out of steaks. How does that happen on Father's Day?! This time, we arrived around noon and avoided the crowd.

My wife had the Berry Bash Sangria, which she enjoyed but thought had too much ice. Our daughter loved her root beer float, and I started with a Mango Iced Tea, but switched to a raspberry iced tea as the mango one wasn't sweet enough.

We began with the Kobe beef sliders as an appetizer. It took at least 15 minutes to get them. You get three sliders, and they were very good.

My wife ordered a small greenhouse salad with Jalapeno ranch dressing to start, which she liked, and the lobster & shrimp enchiladas for her main dish. She complained that it was too salty and lacked any lobster.

Our daughter had the kids' burger and fries, which was expected.

I ordered the New York Strip with mashed potatoes and it came with green beans as well. My strip was cooked perfectly and tasted decent. However, Longhorn offers a much better quality steak. The green beans were pretty good, but the mashed potatoes were bland and average.

The kitchen felt like a live episode of Hell's Kitchen, with waiters repeatedly asking for orders 5 to 6 times. The kitchen was backed up the entire time we were there.

On a different note, our waitress Susan was excellent. Come here for drinks and bar food, but skip the rest.",0.91229707,YES,"['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral']","['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral']","['Negative', 'Negative', 'Negative', 'Negative', 'Negative']","['Negative', 'Neutral', 'Negative', 'Neutral', 'Negative']",1.0,1.0,1.0,0.6,Neutral,Neutral,Negative,Negative,False,False
